Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);616;Poland;2013;1,298517541;2013;Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);616;Poland;2015;1,174607687;2015;Ministry of Sport and Tourism, Tourism Satellite Account, via coopertion UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2008;5,99;2008;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2009;5,54;2009;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2010;5,5;2010;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2014;6,4632;2014;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2015;6,6815;2015;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2016;7;2016;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2017;7,6899;2017;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2018;7,9852;2018;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2019;8,1;2019;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2020;4,8;2020;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);620;Portugal;2021;5,8;2021;Statistics Portugal (INE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);630;Puerto Rico;2016;3,4;2016;Puerto Rico Planning Board, Program of Economic and Social Planning;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);630;Puerto Rico;2017;3,4;2017;Puerto Rico Planning Board, Program of Economic and Social Planning;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);630;Puerto Rico;2018;2,9;2018;Puerto Rico Planning Board, Program of Economic and Social Planning;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);630;Puerto Rico;2019;3,4;2019;Puerto Rico Planning Board, Program of Economic and Social Planning;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);630;Puerto Rico;2020;2,7;2020;Puerto Rico Planning Board, Program of Economic and Social Planning;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2013;1,8;2013;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2014;2,1;2014;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2015;3,3;2015;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2016;4,1;2016;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2017;3,8;2017;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2018;3,4;2018;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);634;Qatar;2019;3,5;2019;Qatar Tourism and Oxford Economics - Provisional estimates;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);638;Reunion;2009;2,41;2009;CEROM;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);638;Reunion;2010;2,7;2010;CEROM;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);638;Reunion;2017;3,201515885;2017;CEROM;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);638;Reunion;2019;3,3;2019;CEROM;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2011;1,825;2011;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2012;1,847;2012;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2013;1,929;2013;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2014;1,961;2014;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2015;2,399;2015;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2016;2,765;2016;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2017;2,787;2017;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2018;2,909;2018;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);642;Romania;2019;2,981;2019;National Institute of Statistics, Tourism Satellite Account, via cooperation UNWOT - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2011;3;2011;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2012;3;2012;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2013;3,2;2013;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2014;3,4;2014;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2015;3,3;2015;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2016;3,4;2016;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2017;3,9;2017;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);643;Russian Federation;2018;3,9;2018;UNWTO - OECD cooperation.;The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2014;2,35;2014;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2015;2,72;2015;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2016;3,01;2016;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2017;3,38;2017;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2018;3,44;2018;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2019;3,16;2019;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);646;Rwanda;2020;0,9;2020;Rwanda Development Board (RDB);0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);662;Saint Lucia;2008;30;2008;Central Statistics Office; The data correspond to Tourism GVA (direct) as a percentage of total GVA;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2008;2,7;2008;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2009;3,3;2009;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2010;3;2010;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2011;2,4;2011;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2012;2,2;2012;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2013;2,3;2013;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2014;2,3;2014;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2015;2,7;2015;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2016;2,8;2016;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2017;2,4;2017;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);682;Saudi Arabia;2018;2,2;2018;Ministry of Tourism - Tourism Intelligence Centre & General Authority for Statistics     ;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2009-2013 figures are sourced from TSA. Currently, Saudi Arabia is working on compilation of national TSA tables for the reference year 2018 and 2019. Also, that would involve the revision of previous years' estimates and updating them accordingly. That would be a full-fledged TSA where Saudi Arabia get all TSA aggregates.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);694;Sierra Leone;2017;3,5;2017;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);694;Sierra Leone;2018;4,1;2018;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);694;Sierra Leone;2019;3,7;2019;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);694;Sierra Leone;2020;5,6;2020;;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);702;Singapore;2015;2,6;2015;Singapore Department of Statistics: Derived from Table 6 on domestic supply and inbound tourism consumption;0;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2008;2,893256378;2008;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2009;2,579113214;2009;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2010;2,446663946;2010;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2011;2,577518501;2011;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2012;2,733579916;2012;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2013;2,30000317;2013;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2014;2,107955858;2014;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2015;2,528535303;2015;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2016;2,627932675;2016;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2017;2,560311046;2017;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2018;2,679189649;2018;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);703;Slovakia;2019;2,78368395;2019;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2009;4,882248428;2009;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2012;4,854322392;2012;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2014;4,88984034;2014;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2015;4,940713123;2015;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2017;5,288912806;2017;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2019;5,396535071;2019;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);705;Slovenia;2020;3,274806252;2020;Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2008;3;2008;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2009;2,9;2009;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2010;2,9;2010;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2011;2,8;2011;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2012;2,9;2012;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2013;3,3;2013;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2014;3,4;2014;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2015;2,9;2015;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2016;2,9;2016;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2017;2,6;2017;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2018;2,7;2018;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);710;South Africa;2019;3,7;2019;Statistics South Africa, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2008;10,5;2008;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2009;10;2009;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2010;10,2;2010;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2011;10,5;2011;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2012;10,7;2012;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2013;10,7;2013;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2014;10,9;2014;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2015;11,1;2015;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2016;11,3;2016;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2017;12,1;2017;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2018;12,2;2018;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2019;12,4;2019;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);724;Spain;2020;5,5;2020;National Institute for Statistics, Tourism Satellite Account, via cooperation UNWTO - OECD;Includes direct and indirect effects.;C;PERCENT;G;ST_GDP_ZS
